Link,bus0,bus1,carrier,p_nom_extendable,bus4,bus3,bus2
CH rural biomass boiler,CH solid biomass,CH rural heat,rural biomass boiler,True,,,
CH rural gas boiler,CH gas,CH rural heat,rural gas boiler,True,,,co2 atmosphere
CH rural gas boiler gas-only,CH gas,CH gas rural heat,rural gas boiler,True,,,co2 atmosphere
CH rural ground heat pump,CH rural heat,CH low voltage,rural ground heat pump,True,,,
CH rural ground heat pump electricity-only,CH electricity rural heat,CH low voltage,rural ground heat pump,True,,,
CH rural resistive heater,CH low voltage,CH rural heat,rural resistive heater,True,,,
CH rural resistive heater electricity-only,CH low voltage,CH electricity rural heat,rural resistive heater,True,,,
CH rural water tanks charger,CH rural heat,CH rural water tanks,rural water tanks charger,True,,,
CH rural water tanks discharger,CH rural water tanks,CH rural heat,rural water tanks discharger,True,,,
CH urban decentral DAC,CH,CH urban decentral heat,DAC,True,,CH co2 stored,co2 atmosphere
CH urban decentral air heat pump,CH urban decentral heat,CH low voltage,urban decentral air heat pump,True,,,
CH urban decentral air heat pump electricity-only,CH electricity urban decentral heat,CH low voltage,urban decentral air heat pump,True,,,
CH urban decentral biomass boiler,CH solid biomass,CH urban decentral heat,urban decentral biomass boiler,True,,,
CH urban decentral gas boiler,CH gas,CH urban decentral heat,urban decentral gas boiler,True,,,co2 atmosphere
CH urban decentral gas boiler gas-only,CH gas,CH gas urban decentral heat,urban decentral gas boiler,True,,,co2 atmosphere
CH urban decentral resistive heater,CH low voltage,CH urban decentral heat,urban decentral resistive heater,True,,,
CH urban decentral resistive heater electricity-only,CH low voltage,CH electricity urban decentral heat,urban decentral resistive heater,True,,,
CH urban decentral water tanks charger,CH urban decentral heat,CH urban decentral water tanks,urban decentral water tanks charger,True,,,
CH urban decentral water tanks discharger,CH urban decentral water tanks,CH urban decentral heat,urban decentral water tanks discharger,True,,,
CZ rural air heat pump,CZ rural heat,CZ low voltage,rural air heat pump,True,,,
CZ rural air heat pump electricity-only,CZ electricity rural heat,CZ low voltage,rural air heat pump,True,,,
CZ rural biomass boiler,CZ solid biomass,CZ rural heat,rural biomass boiler,True,,,
CZ rural gas boiler,CZ gas,CZ rural heat,rural gas boiler,True,,,co2 atmosphere
CZ rural gas boiler gas-only,CZ gas,CZ gas rural heat,rural gas boiler,True,,,co2 atmosphere
CZ rural ground heat pump,CZ rural heat,CZ low voltage,rural ground heat pump,True,,,
CZ rural ground heat pump electricity-only,CZ electricity rural heat,CZ low voltage,rural ground heat pump,True,,,
CZ rural resistive heater,CZ low voltage,CZ rural heat,rural resistive heater,True,,,
CZ rural resistive heater electricity-only,CZ low voltage,CZ electricity rural heat,rural resistive heater,True,,,
CZ rural water tanks charger,CZ rural heat,CZ rural water tanks,rural water tanks charger,True,,,
CZ rural water tanks discharger,CZ rural water tanks,CZ rural heat,rural water tanks discharger,True,,,
CZ urban decentral DAC,CZ,CZ urban decentral heat,DAC,True,,CZ co2 stored,co2 atmosphere
CZ urban decentral air heat pump,CZ urban decentral heat,CZ low voltage,urban decentral air heat pump,True,,,
CZ urban decentral air heat pump electricity-only,CZ electricity urban decentral heat,CZ low voltage,urban decentral air heat pump,True,,,
CZ urban decentral biomass boiler,CZ solid biomass,CZ urban decentral heat,urban decentral biomass boiler,True,,,
CZ urban decentral gas boiler,CZ gas,CZ urban decentral heat,urban decentral gas boiler,True,,,co2 atmosphere
CZ urban decentral gas boiler gas-only,CZ gas,CZ gas urban decentral heat,urban decentral gas boiler,True,,,co2 atmosphere
CZ urban decentral resistive heater,CZ low voltage,CZ urban decentral heat,urban decentral resistive heater,True,,,
CZ urban decentral resistive heater electricity-only,CZ low voltage,CZ electricity urban decentral heat,urban decentral resistive heater,True,,,
CZ urban decentral water tanks charger,CZ urban decentral heat,CZ urban decentral water tanks,urban decentral water tanks charger,True,,,
CZ urban decentral water tanks discharger,CZ urban decentral water tanks,CZ urban decentral heat,urban decentral water tanks discharger,True,,,
DE rural air heat pump,DE rural heat,DE low voltage,rural air heat pump,True,,,
DE rural air heat pump electricity-only,DE electricity rural heat,DE low voltage,rural air heat pump,True,,,
DE rural biomass boiler,DE solid biomass,DE rural heat,rural biomass boiler,True,,,
DE rural gas boiler,DE gas,DE rural heat,rural gas boiler,True,,,co2 atmosphere
DE rural gas boiler gas-only,DE gas,DE gas rural heat,rural gas boiler,True,,,co2 atmosphere
DE rural ground heat pump,DE rural heat,DE low voltage,rural ground heat pump,True,,,
DE rural ground heat pump electricity-only,DE electricity rural heat,DE low voltage,rural ground heat pump,True,,,
DE rural resistive heater,DE low voltage,DE rural heat,rural resistive heater,True,,,
DE rural resistive heater electricity-only,DE low voltage,DE electricity rural heat,rural resistive heater,True,,,
DE rural water tanks charger,DE rural heat,DE rural water tanks,rural water tanks charger,True,,,
DE rural water tanks discharger,DE rural water tanks,DE rural heat,rural water tanks discharger,True,,,
DE urban decentral DAC,DE,DE urban decentral heat,DAC,True,,DE co2 stored,co2 atmosphere
DE urban decentral air heat pump,DE urban decentral heat,DE low voltage,urban decentral air heat pump,True,,,
DE urban decentral air heat pump electricity-only,DE electricity urban decentral heat,DE low voltage,urban decentral air heat pump,True,,,
DE urban decentral biomass boiler,DE solid biomass,DE urban decentral heat,urban decentral biomass boiler,True,,,
DE urban decentral gas boiler,DE gas,DE urban decentral heat,urban decentral gas boiler,True,,,co2 atmosphere
DE urban decentral gas boiler gas-only,DE gas,DE gas urban decentral heat,urban decentral gas boiler,True,,,co2 atmosphere
DE urban decentral resistive heater,DE low voltage,DE urban decentral heat,urban decentral resistive heater,True,,,
DE urban decentral resistive heater electricity-only,DE low voltage,DE electricity urban decentral heat,urban decentral resistive heater,True,,,
DE urban decentral water tanks charger,DE urban decentral heat,DE urban decentral water tanks,urban decentral water tanks charger,True,,,
DE urban decentral water tanks discharger,DE urban decentral water tanks,DE urban decentral heat,urban decentral water tanks discharger,True,,,
DK rural air heat pump,DK rural heat,DK low voltage,rural air heat pump,True,,,
DK rural air heat pump electricity-only,DK electricity rural heat,DK low voltage,rural air heat pump,True,,,
DK rural biomass boiler,DK solid biomass,DK rural heat,rural biomass boiler,True,,,
DK rural gas boiler,DK gas,DK rural heat,rural gas boiler,True,,,co2 atmosphere
DK rural gas boiler gas-only,DK gas,DK gas rural heat,rural gas boiler,True,,,co2 atmosphere
DK rural ground heat pump,DK rural heat,DK low voltage,rural ground heat pump,True,,,
DK rural ground heat pump electricity-only,DK electricity rural heat,DK low voltage,rural ground heat pump,True,,,
DK rural resistive heater,DK low voltage,DK rural heat,rural resistive heater,True,,,
DK rural resistive heater electricity-only,DK low voltage,DK electricity rural heat,rural resistive heater,True,,,
DK rural water tanks charger,DK rural heat,DK rural water tanks,rural water tanks charger,True,,,
DK rural water tanks discharger,DK rural water tanks,DK rural heat,rural water tanks discharger,True,,,
DK urban decentral DAC,DK,DK urban decentral heat,DAC,True,,DK co2 stored,co2 atmosphere
DK urban decentral air heat pump,DK urban decentral heat,DK low voltage,urban decentral air heat pump,True,,,
DK urban decentral air heat pump electricity-only,DK electricity urban decentral heat,DK low voltage,urban decentral air heat pump,True,,,
DK urban decentral biomass boiler,DK solid biomass,DK urban decentral heat,urban decentral biomass boiler,True,,,
DK urban decentral gas boiler,DK gas,DK urban decentral heat,urban decentral gas boiler,True,,,co2 atmosphere
DK urban decentral gas boiler gas-only,DK gas,DK gas urban decentral heat,urban decentral gas boiler,True,,,co2 atmosphere
DK urban decentral resistive heater,DK low voltage,DK urban decentral heat,urban decentral resistive heater,True,,,
DK urban decentral resistive heater electricity-only,DK low voltage,DK electricity urban decentral heat,urban decentral resistive heater,True,,,
DK urban decentral water tanks charger,DK urban decentral heat,DK urban decentral water tanks,urban decentral water tanks charger,True,,,
DK urban decentral water tanks discharger,DK urban decentral water tanks,DK urban decentral heat,urban decentral water tanks discharger,True,,,
EE rural air heat pump,EE rural heat,EE low voltage,rural air heat pump,True,,,
EE rural air heat pump electricity-only,EE electricity rural heat,EE low voltage,rural air heat pump,True,,,
EE rural biomass boiler,EE solid biomass,EE rural heat,rural biomass boiler,True,,,
EE rural gas boiler,EE gas,EE rural heat,rural gas boiler,True,,,co2 atmosphere
EE rural gas boiler gas-only,EE gas,EE gas rural heat,rural gas boiler,True,,,co2 atmosphere
EE rural ground heat pump,EE rural heat,EE low voltage,rural ground heat pump,True,,,
EE rural ground heat pump electricity-only,EE electricity rural heat,EE low voltage,rural ground heat pump,True,,,
EE rural resistive heater,EE low voltage,EE rural heat,rural resistive heater,True,,,
EE rural resistive heater electricity-only,EE low voltage,EE electricity rural heat,rural resistive heater,True,,,
EE rural water tanks charger,EE rural heat,EE rural water tanks,rural water tanks charger,True,,,
EE rural water tanks discharger,EE rural water tanks,EE rural heat,rural water tanks discharger,True,,,
EE urban decentral DAC,EE,EE urban decentral heat,DAC,True,,EE co2 stored,co2 atmosphere
EE urban decentral air heat pump,EE urban decentral heat,EE low voltage,urban decentral air heat pump,True,,,
EE urban decentral air heat pump electricity-only,EE electricity urban decentral heat,EE low voltage,urban decentral air heat pump,True,,,
EE urban decentral biomass boiler,EE solid biomass,EE urban decentral heat,urban decentral biomass boiler,True,,,
EE urban decentral gas boiler,EE gas,EE urban decentral heat,urban decentral gas boiler,True,,,co2 atmosphere
EE urban decentral gas boiler gas-only,EE gas,EE gas urban decentral heat,urban decentral gas boiler,True,,,co2 atmosphere
EE urban decentral resistive heater,EE low voltage,EE urban decentral heat,urban decentral resistive heater,True,,,
EE urban decentral resistive heater electricity-only,EE low voltage,EE electricity urban decentral heat,urban decentral resistive heater,True,,,
EE urban decentral water tanks charger,EE urban decentral heat,EE urban decentral water tanks,urban decentral water tanks charger,True,,,
EE urban decentral water tanks discharger,EE urban decentral water tanks,EE urban decentral heat,urban decentral water tanks discharger,True,,,
ES rural air heat pump,ES rural heat,ES low voltage,rural air heat pump,True,,,
ES rural air heat pump electricity-only,ES electricity rural heat,ES low voltage,rural air heat pump,True,,,
ES rural biomass boiler,ES solid biomass,ES rural heat,rural biomass boiler,True,,,
ES rural gas boiler,ES gas,ES rural heat,rural gas boiler,True,,,co2 atmosphere
ES rural gas boiler gas-only,ES gas,ES gas rural heat,rural gas boiler,True,,,co2 atmosphere
ES rural ground heat pump,ES rural heat,ES low voltage,rural ground heat pump,True,,,
ES rural ground heat pump electricity-only,ES electricity rural heat,ES low voltage,rural ground heat pump,True,,,
ES rural resistive heater,ES low voltage,ES rural heat,rural resistive heater,True,,,
ES rural resistive heater electricity-only,ES low voltage,ES electricity rural heat,rural resistive heater,True,,,
ES rural water tanks charger,ES rural heat,ES rural water tanks,rural water tanks charger,True,,,
ES rural water tanks discharger,ES rural water tanks,ES rural heat,rural water tanks discharger,True,,,
ES urban decentral DAC,ES,ES urban decentral heat,DAC,True,,ES co2 stored,co2 atmosphere
ES urban decentral air heat pump,ES urban decentral heat,ES low voltage,urban decentral air heat pump,True,,,
ES urban decentral air heat pump electricity-only,ES electricity urban decentral heat,ES low voltage,urban decentral air heat pump,True,,,
ES urban decentral biomass boiler,ES solid biomass,ES urban decentral heat,urban decentral biomass boiler,True,,,
ES urban decentral gas boiler,ES gas,ES urban decentral heat,urban decentral gas boiler,True,,,co2 atmosphere
ES urban decentral gas boiler gas-only,ES gas,ES gas urban decentral heat,urban decentral gas boiler,True,,,co2 atmosphere
ES urban decentral resistive heater,ES low voltage,ES urban decentral heat,urban decentral resistive heater,True,,,
ES urban decentral resistive heater electricity-only,ES low voltage,ES electricity urban decentral heat,urban decentral resistive heater,True,,,
ES urban decentral water tanks charger,ES urban decentral heat,ES urban decentral water tanks,urban decentral water tanks charger,True,,,
ES urban decentral water tanks discharger,ES urban decentral water tanks,ES urban decentral heat,urban decentral water tanks discharger,True,,,
FI rural air heat pump,FI rural heat,FI low voltage,rural air heat pump,True,,,
FI rural air heat pump electricity-only,FI electricity rural heat,FI low voltage,rural air heat pump,True,,,
FI rural biomass boiler,FI solid biomass,FI rural heat,rural biomass boiler,True,,,
FI rural gas boiler,FI gas,FI rural heat,rural gas boiler,True,,,co2 atmosphere
FI rural gas boiler gas-only,FI gas,FI gas rural heat,rural gas boiler,True,,,co2 atmosphere
FI rural ground heat pump,FI rural heat,FI low voltage,rural ground heat pump,True,,,
FI rural ground heat pump electricity-only,FI electricity rural heat,FI low voltage,rural ground heat pump,True,,,
FI rural resistive heater,FI low voltage,FI rural heat,rural resistive heater,True,,,
FI rural resistive heater electricity-only,FI low voltage,FI electricity rural heat,rural resistive heater,True,,,
FI rural water tanks charger,FI rural heat,FI rural water tanks,rural water tanks charger,True,,,
FI rural water tanks discharger,FI rural water tanks,FI rural heat,rural water tanks discharger,True,,,
FI urban decentral DAC,FI,FI urban decentral heat,DAC,True,,FI co2 stored,co2 atmosphere
FI urban decentral air heat pump,FI urban decentral heat,FI low voltage,urban decentral air heat pump,True,,,
FI urban decentral air heat pump electricity-only,FI electricity urban decentral heat,FI low voltage,urban decentral air heat pump,True,,,
FI urban decentral biomass boiler,FI solid biomass,FI urban decentral heat,urban decentral biomass boiler,True,,,
FI urban decentral gas boiler,FI gas,FI urban decentral heat,urban decentral gas boiler,True,,,co2 atmosphere
FI urban decentral gas boiler gas-only,FI gas,FI gas urban decentral heat,urban decentral gas boiler,True,,,co2 atmosphere
FI urban decentral resistive heater,FI low voltage,FI urban decentral heat,urban decentral resistive heater,True,,,
FI urban decentral resistive heater electricity-only,FI low voltage,FI electricity urban decentral heat,urban decentral resistive heater,True,,,
FI urban decentral water tanks charger,FI urban decentral heat,FI urban decentral water tanks,urban decentral water tanks charger,True,,,
FI urban decentral water tanks discharger,FI urban decentral water tanks,FI urban decentral heat,urban decentral water tanks discharger,True,,,
FR rural air heat pump,FR rural heat,FR low voltage,rural air heat pump,True,,,
FR rural air heat pump electricity-only,FR electricity rural heat,FR low voltage,rural air heat pump,True,,,
FR rural biomass boiler,FR solid biomass,FR rural heat,rural biomass boiler,True,,,
FR rural gas boiler,FR gas,FR rural heat,rural gas boiler,True,,,co2 atmosphere
FR rural gas boiler gas-only,FR gas,FR gas rural heat,rural gas boiler,True,,,co2 atmosphere
FR rural ground heat pump,FR rural heat,FR low voltage,rural ground heat pump,True,,,
FR rural ground heat pump electricity-only,FR electricity rural heat,FR low voltage,rural ground heat pump,True,,,
FR rural resistive heater,FR low voltage,FR rural heat,rural resistive heater,True,,,
FR rural resistive heater electricity-only,FR low voltage,FR electricity rural heat,rural resistive heater,True,,,
FR rural water tanks charger,FR rural heat,FR rural water tanks,rural water tanks charger,True,,,
FR rural water tanks discharger,FR rural water tanks,FR rural heat,rural water tanks discharger,True,,,
FR urban decentral DAC,FR,FR urban decentral heat,DAC,True,,FR co2 stored,co2 atmosphere
FR urban decentral air heat pump,FR urban decentral heat,FR low voltage,urban decentral air heat pump,True,,,
FR urban decentral air heat pump electricity-only,FR electricity urban decentral heat,FR low voltage,urban decentral air heat pump,True,,,
FR urban decentral biomass boiler,FR solid biomass,FR urban decentral heat,urban decentral biomass boiler,True,,,
FR urban decentral gas boiler,FR gas,FR urban decentral heat,urban decentral gas boiler,True,,,co2 atmosphere
FR urban decentral gas boiler gas-only,FR gas,FR gas urban decentral heat,urban decentral gas boiler,True,,,co2 atmosphere
FR urban decentral resistive heater,FR low voltage,FR urban decentral heat,urban decentral resistive heater,True,,,
FR urban decentral resistive heater electricity-only,FR low voltage,FR electricity urban decentral heat,urban decentral resistive heater,True,,,
FR urban decentral water tanks charger,FR urban decentral heat,FR urban decentral water tanks,urban decentral water tanks charger,True,,,
FR urban decentral water tanks discharger,FR urban decentral water tanks,FR urban decentral heat,urban decentral water tanks discharger,True,,,
GB rural air heat pump,GB rural heat,GB low voltage,rural air heat pump,True,,,
GB rural air heat pump electricity-only,GB electricity rural heat,GB low voltage,rural air heat pump,True,,,
GB rural biomass boiler,GB solid biomass,GB rural heat,rural biomass boiler,True,,,
GB rural gas boiler,GB gas,GB rural heat,rural gas boiler,True,,,co2 atmosphere
GB rural gas boiler gas-only,GB gas,GB gas rural heat,rural gas boiler,True,,,co2 atmosphere
GB rural ground heat pump,GB rural heat,GB low voltage,rural ground heat pump,True,,,
GB rural ground heat pump electricity-only,GB electricity rural heat,GB low voltage,rural ground heat pump,True,,,
GB rural resistive heater,GB low voltage,GB rural heat,rural resistive heater,True,,,
GB rural resistive heater electricity-only,GB low voltage,GB electricity rural heat,rural resistive heater,True,,,
GB rural water tanks charger,GB rural heat,GB rural water tanks,rural water tanks charger,True,,,
GB rural water tanks discharger,GB rural water tanks,GB rural heat,rural water tanks discharger,True,,,
GB urban decentral DAC,GB,GB urban decentral heat,DAC,True,,GB co2 stored,co2 atmosphere
GB urban decentral air heat pump,GB urban decentral heat,GB low voltage,urban decentral air heat pump,True,,,
GB urban decentral air heat pump electricity-only,GB electricity urban decentral heat,GB low voltage,urban decentral air heat pump,True,,,
GB urban decentral biomass boiler,GB solid biomass,GB urban decentral heat,urban decentral biomass boiler,True,,,
GB urban decentral gas boiler,GB gas,GB urban decentral heat,urban decentral gas boiler,True,,,co2 atmosphere
GB urban decentral gas boiler gas-only,GB gas,GB gas urban decentral heat,urban decentral gas boiler,True,,,co2 atmosphere
GB urban decentral resistive heater,GB low voltage,GB urban decentral heat,urban decentral resistive heater,True,,,
GB urban decentral resistive heater electricity-only,GB low voltage,GB electricity urban decentral heat,urban decentral resistive heater,True,,,
GB urban decentral water tanks charger,GB urban decentral heat,GB urban decentral water tanks,urban decentral water tanks charger,True,,,
GB urban decentral water tanks discharger,GB urban decentral water tanks,GB urban decentral heat,urban decentral water tanks discharger,True,,,
GBI rural air heat pump,GBI rural heat,GBI low voltage,rural air heat pump,True,,,
GBI rural air heat pump electricity-only,GBI electricity rural heat,GBI low voltage,rural air heat pump,True,,,
GBI rural biomass boiler,GBI solid biomass,GBI rural heat,rural biomass boiler,True,,,
GBI rural gas boiler,GBI gas,GBI rural heat,rural gas boiler,True,,,co2 atmosphere
GBI rural gas boiler gas-only,GBI gas,GBI gas rural heat,rural gas boiler,True,,,co2 atmosphere
GBI rural ground heat pump,GBI rural heat,GBI low voltage,rural ground heat pump,True,,,
GBI rural ground heat pump electricity-only,GBI electricity rural heat,GBI low voltage,rural ground heat pump,True,,,
GBI rural resistive heater,GBI low voltage,GBI rural heat,rural resistive heater,True,,,
GBI rural resistive heater electricity-only,GBI low voltage,GBI electricity rural heat,rural resistive heater,True,,,
GBI rural water tanks charger,GBI rural heat,GBI rural water tanks,rural water tanks charger,True,,,
GBI rural water tanks discharger,GBI rural water tanks,GBI rural heat,rural water tanks discharger,True,,,
GBI urban decentral DAC,GBI,GBI urban decentral heat,DAC,True,,GBI co2 stored,co2 atmosphere
GBI urban decentral air heat pump,GBI urban decentral heat,GBI low voltage,urban decentral air heat pump,True,,,
GBI urban decentral air heat pump electricity-only,GBI electricity urban decentral heat,GBI low voltage,urban decentral air heat pump,True,,,
GBI urban decentral biomass boiler,GBI solid biomass,GBI urban decentral heat,urban decentral biomass boiler,True,,,
GBI urban decentral gas boiler,GBI gas,GBI urban decentral heat,urban decentral gas boiler,True,,,co2 atmosphere
GBI urban decentral gas boiler gas-only,GBI gas,GBI gas urban decentral heat,urban decentral gas boiler,True,,,co2 atmosphere
GBI urban decentral resistive heater,GBI low voltage,GBI urban decentral heat,urban decentral resistive heater,True,,,
GBI urban decentral resistive heater electricity-only,GBI low voltage,GBI electricity urban decentral heat,urban decentral resistive heater,True,,,
GBI urban decentral water tanks charger,GBI urban decentral heat,GBI urban decentral water tanks,urban decentral water tanks charger,True,,,
GBI urban decentral water tanks discharger,GBI urban decentral water tanks,GBI urban decentral heat,urban decentral water tanks discharger,True,,,
GR rural air heat pump,GR rural heat,GR low voltage,rural air heat pump,True,,,
GR rural air heat pump electricity-only,GR electricity rural heat,GR low voltage,rural air heat pump,True,,,
GR rural biomass boiler,GR solid biomass,GR rural heat,rural biomass boiler,True,,,
GR rural gas boiler,GR gas,GR rural heat,rural gas boiler,True,,,co2 atmosphere
GR rural gas boiler gas-only,GR gas,GR gas rural heat,rural gas boiler,True,,,co2 atmosphere
GR rural ground heat pump,GR rural heat,GR low voltage,rural ground heat pump,True,,,
GR rural ground heat pump electricity-only,GR electricity rural heat,GR low voltage,rural ground heat pump,True,,,
GR rural resistive heater,GR low voltage,GR rural heat,rural resistive heater,True,,,
GR rural resistive heater electricity-only,GR low voltage,GR electricity rural heat,rural resistive heater,True,,,
GR rural water tanks charger,GR rural heat,GR rural water tanks,rural water tanks charger,True,,,
GR rural water tanks discharger,GR rural water tanks,GR rural heat,rural water tanks discharger,True,,,
GR urban decentral DAC,GR,GR urban decentral heat,DAC,True,,GR co2 stored,co2 atmosphere
GR urban decentral air heat pump,GR urban decentral heat,GR low voltage,urban decentral air heat pump,True,,,
GR urban decentral air heat pump electricity-only,GR electricity urban decentral heat,GR low voltage,urban decentral air heat pump,True,,,
GR urban decentral biomass boiler,GR solid biomass,GR urban decentral heat,urban decentral biomass boiler,True,,,
GR urban decentral gas boiler,GR gas,GR urban decentral heat,urban decentral gas boiler,True,,,co2 atmosphere
GR urban decentral gas boiler gas-only,GR gas,GR gas urban decentral heat,urban decentral gas boiler,True,,,co2 atmosphere
GR urban decentral resistive heater,GR low voltage,GR urban decentral heat,urban decentral resistive heater,True,,,
GR urban decentral resistive heater electricity-only,GR low voltage,GR electricity urban decentral heat,urban decentral resistive heater,True,,,
GR urban decentral water tanks charger,GR urban decentral heat,GR urban decentral water tanks,urban decentral water tanks charger,True,,,
GR urban decentral water tanks discharger,GR urban decentral water tanks,GR urban decentral heat,urban decentral water tanks discharger,True,,,
HR rural air heat pump,HR rural heat,HR low voltage,rural air heat pump,True,,,
HR rural air heat pump electricity-only,HR electricity rural heat,HR low voltage,rural air heat pump,True,,,
HR rural biomass boiler,HR solid biomass,HR rural heat,rural biomass boiler,True,,,
HR rural gas boiler,HR gas,HR rural heat,rural gas boiler,True,,,co2 atmosphere
HR rural gas boiler gas-only,HR gas,HR gas rural heat,rural gas boiler,True,,,co2 atmosphere
HR rural ground heat pump,HR rural heat,HR low voltage,rural ground heat pump,True,,,
HR rural ground heat pump electricity-only,HR electricity rural heat,HR low voltage,rural ground heat pump,True,,,
HR rural resistive heater,HR low voltage,HR rural heat,rural resistive heater,True,,,
HR rural resistive heater electricity-only,HR low voltage,HR electricity rural heat,rural resistive heater,True,,,
HR rural water tanks charger,HR rural heat,HR rural water tanks,rural water tanks charger,True,,,
HR rural water tanks discharger,HR rural water tanks,HR rural heat,rural water tanks discharger,True,,,
HR urban decentral DAC,HR,HR urban decentral heat,DAC,True,,HR co2 stored,co2 atmosphere
HR urban decentral air heat pump,HR urban decentral heat,HR low voltage,urban decentral air heat pump,True,,,
HR urban decentral air heat pump electricity-only,HR electricity urban decentral heat,HR low voltage,urban decentral air heat pump,True,,,
HR urban decentral biomass boiler,HR solid biomass,HR urban decentral heat,urban decentral biomass boiler,True,,,
HR urban decentral gas boiler,HR gas,HR urban decentral heat,urban decentral gas boiler,True,,,co2 atmosphere
HR urban decentral gas boiler gas-only,HR gas,HR gas urban decentral heat,urban decentral gas boiler,True,,,co2 atmosphere
HR urban decentral resistive heater,HR low voltage,HR urban decentral heat,urban decentral resistive heater,True,,,
HR urban decentral resistive heater electricity-only,HR low voltage,HR electricity urban decentral heat,urban decentral resistive heater,True,,,
HR urban decentral water tanks charger,HR urban decentral heat,HR urban decentral water tanks,urban decentral water tanks charger,True,,,
HR urban decentral water tanks discharger,HR urban decentral water tanks,HR urban decentral heat,urban decentral water tanks discharger,True,,,
HU rural air heat pump,HU rural heat,HU low voltage,rural air heat pump,True,,,
HU rural air heat pump electricity-only,HU electricity rural heat,HU low voltage,rural air heat pump,True,,,
HU rural biomass boiler,HU solid biomass,HU rural heat,rural biomass boiler,True,,,
HU rural gas boiler,HU gas,HU rural heat,rural gas boiler,True,,,co2 atmosphere
HU rural gas boiler gas-only,HU gas,HU gas rural heat,rural gas boiler,True,,,co2 atmosphere
HU rural ground heat pump,HU rural heat,HU low voltage,rural ground heat pump,True,,,
HU rural ground heat pump electricity-only,HU electricity rural heat,HU low voltage,rural ground heat pump,True,,,
HU rural resistive heater,HU low voltage,HU rural heat,rural resistive heater,True,,,
HU rural resistive heater electricity-only,HU low voltage,HU electricity rural heat,rural resistive heater,True,,,
HU rural water tanks charger,HU rural heat,HU rural water tanks,rural water tanks charger,True,,,
HU rural water tanks discharger,HU rural water tanks,HU rural heat,rural water tanks discharger,True,,,
HU urban decentral DAC,HU,HU urban decentral heat,DAC,True,,HU co2 stored,co2 atmosphere
HU urban decentral air heat pump,HU urban decentral heat,HU low voltage,urban decentral air heat pump,True,,,
HU urban decentral air heat pump electricity-only,HU electricity urban decentral heat,HU low voltage,urban decentral air heat pump,True,,,
HU urban decentral biomass boiler,HU solid biomass,HU urban decentral heat,urban decentral biomass boiler,True,,,
HU urban decentral gas boiler,HU gas,HU urban decentral heat,urban decentral gas boiler,True,,,co2 atmosphere
HU urban decentral gas boiler gas-only,HU gas,HU gas urban decentral heat,urban decentral gas boiler,True,,,co2 atmosphere
HU urban decentral resistive heater,HU low voltage,HU urban decentral heat,urban decentral resistive heater,True,,,
HU urban decentral resistive heater electricity-only,HU low voltage,HU electricity urban decentral heat,urban decentral resistive heater,True,,,
HU urban decentral water tanks charger,HU urban decentral heat,HU urban decentral water tanks,urban decentral water tanks charger,True,,,
HU urban decentral water tanks discharger,HU urban decentral water tanks,HU urban decentral heat,urban decentral water tanks discharger,True,,,
IE rural air heat pump,IE rural heat,IE low voltage,rural air heat pump,True,,,
IE rural air heat pump electricity-only,IE electricity rural heat,IE low voltage,rural air heat pump,True,,,
IE rural biomass boiler,IE solid biomass,IE rural heat,rural biomass boiler,True,,,
IE rural gas boiler,IE gas,IE rural heat,rural gas boiler,True,,,co2 atmosphere
IE rural gas boiler gas-only,IE gas,IE gas rural heat,rural gas boiler,True,,,co2 atmosphere
IE rural ground heat pump,IE rural heat,IE low voltage,rural ground heat pump,True,,,
IE rural ground heat pump electricity-only,IE electricity rural heat,IE low voltage,rural ground heat pump,True,,,
IE rural resistive heater,IE low voltage,IE rural heat,rural resistive heater,True,,,
IE rural resistive heater electricity-only,IE low voltage,IE electricity rural heat,rural resistive heater,True,,,
IE rural water tanks charger,IE rural heat,IE rural water tanks,rural water tanks charger,True,,,
IE rural water tanks discharger,IE rural water tanks,IE rural heat,rural water tanks discharger,True,,,
IE urban decentral DAC,IE,IE urban decentral heat,DAC,True,,IE co2 stored,co2 atmosphere
IE urban decentral air heat pump,IE urban decentral heat,IE low voltage,urban decentral air heat pump,True,,,
IE urban decentral air heat pump electricity-only,IE electricity urban decentral heat,IE low voltage,urban decentral air heat pump,True,,,
IE urban decentral biomass boiler,IE solid biomass,IE urban decentral heat,urban decentral biomass boiler,True,,,
IE urban decentral gas boiler,IE gas,IE urban decentral heat,urban decentral gas boiler,True,,,co2 atmosphere
IE urban decentral gas boiler gas-only,IE gas,IE gas urban decentral heat,urban decentral gas boiler,True,,,co2 atmosphere
IE urban decentral resistive heater,IE low voltage,IE urban decentral heat,urban decentral resistive heater,True,,,
IE urban decentral resistive heater electricity-only,IE low voltage,IE electricity urban decentral heat,urban decentral resistive heater,True,,,
IE urban decentral water tanks charger,IE urban decentral heat,IE urban decentral water tanks,urban decentral water tanks charger,True,,,
IE urban decentral water tanks discharger,IE urban decentral water tanks,IE urban decentral heat,urban decentral water tanks discharger,True,,,
IT rural air heat pump,IT rural heat,IT low voltage,rural air heat pump,True,,,
IT rural air heat pump electricity-only,IT electricity rural heat,IT low voltage,rural air heat pump,True,,,
IT rural biomass boiler,IT solid biomass,IT rural heat,rural biomass boiler,True,,,
IT rural gas boiler,IT gas,IT rural heat,rural gas boiler,True,,,co2 atmosphere
